,Lat,Long,Time 
64506,47.0305878,5.8716164,1544275536.0
64507,47.0311342,5.8718746,1544275539.0
64508,47.0329113,5.87276,1544275549.0
64509,47.033099,5.8728501,1544275550.0
64510,47.0359516,5.873555,1544275565.0
64511,47.0389196,5.874158,1544275581.0
64512,47.0419979,5.8750228,1544275597.0
64513,47.0425898,5.8751901,1544275600.0
64514,47.0442388,5.8757016,1544275609.0
64515,47.0444284,5.8757662,1544275610.0
64516,47.0498465,5.8780502,1544275640.0
64517,47.0520284,5.8788117,1544275656.0
64518,47.0524596,5.8790291,1544275660.0
64519,47.0534871,5.879404,1544275669.0
64520,47.0535987,5.8794444,1544275670.0
64521,47.0537038,5.8794842,1544275671.0
64522,47.0538132,5.8795283,1544275672.0
64523,47.0539208,5.8795789,1544275673.0
64524,47.0540284,5.8796404,1544275674.0
64525,47.0561463,5.8808764,1544275690.0
64526,47.0588333,5.8823051,1544275705.0
64527,47.0618936,5.8826893,1544275721.0
64528,47.0624439,5.8825712,1544275724.0
64529,47.0635308,5.8823192,1544275730.0
64530,47.0637176,5.8822747,1544275731.0
64531,47.0664797,5.8816888,1544275746.0
64532,47.0691671,5.8815171,1544275762.0
64533,47.0714738,5.8819598,1544275781.0
64534,47.0731308,5.8823825,1544275791.0
64535,47.0733064,5.8824081,1544275792.0
64536,47.0764594,5.8826013,1544275808.0
64537,47.0796329,5.8830623,1544275824.0
64538,47.0825053,5.8833403,1544275839.0
64539,47.0830707,5.8833876,1544275842.0
64540,47.0850712,5.8835648,1544275852.0
64541,47.0852652,5.8835976,1544275853.0
64542,47.0881003,5.8852535,1544275868.0
64543,47.0903664,5.888647,1544275884.0
64544,47.0928377,5.8923519,1544275900.0
64545,47.0934059,5.8929125,1544275903.0
64546,47.0952612,5.8941666,1544275912.0
64547,47.0954912,5.8942765,1544275913.0
64548,47.0989779,5.8955317,1544275929.0
64549,47.1014784,5.897793,1544275944.0
64550,47.1031071,5.9014955,1544275959.0
64551,47.1037598,5.9021921,1544275963.0
64552,47.105476,5.9030976,1544275972.0
64553,47.1085018,5.9039483,1544275987.0
64554,47.1113404,5.9062192,1544276003.0
64555,47.1146182,5.9082048,1544276019.0
64556,47.1152783,5.9084861,1544276022.0
64557,47.117565,5.9099651,1544276033.0
64558,47.1232166,5.9138183,1544276063.0
64559,47.1259055,5.9162868,1544276079.0
64560,47.1264306,5.9166517,1544276082.0
64561,47.1286063,5.9181839,1544276094.0
64562,47.1287861,5.918312,1544276095.0
64563,47.1312699,5.9207628,1544276110.0
64564,47.1336839,5.9232756,1544276125.0
64565,47.1356858,5.9265772,1544276140.0
64566,47.1364753,5.9275001,1544276145.0
64567,47.1382076,5.9289416,1544276155.0
64568,47.1437379,5.9330535,1544276186.0
64569,47.1464821,5.9347753,1544276201.0
64570,47.1472182,5.9351941,1544276205.0
64571,47.1490789,5.9363,1544276215.0
64572,47.1492566,5.9364333,1544276216.0
