"App name","Date","Time","Duration"
"Notification posted (Google)","11/24/19","17:53:28","0:00:00"
"YouTube","11/24/19","17:42:45","0:10:44"
"Maps","11/24/19","17:41:48","0:00:57"
"Chrome","11/24/19","17:41:45","0:00:01"
"Notification posted (Chrome)","11/24/19","17:41:44","0:00:00"
"Notification posted (Slack)","11/24/19","17:41:33","0:00:00"
"YouTube","11/24/19","17:39:43","0:01:59"
"Slack","11/24/19","17:39:14","0:00:29"
"YouTube","11/24/19","17:39:11","0:00:03"
"Notification posted (Slack)","11/24/19","17:39:11","0:00:00"
"Notification posted (Maps)","11/24/19","17:38:43","0:00:00"
"Notification posted (Messenger)","11/24/19","17:38:29","0:00:00"
"Slack","11/24/19","17:38:22","0:00:49"
"Chrome","11/24/19","17:38:21","0:00:01"
"Slack","11/24/19","17:38:03","0:00:19"
"Chrome","11/24/19","17:38:01","0:00:02"
"Notification posted (Chrome)","11/24/19","17:38:00","0:00:00"
"Slack","11/24/19","17:37:44","0:00:17"
"Chrome","11/24/19","17:37:39","0:00:04"
"Notification posted (Chrome)","11/24/19","17:37:39","0:00:00"
"Slack","11/24/19","17:37:24","0:00:14"
"Notification posted (Messenger)","11/24/19","17:37:00","0:00:00"
"YouTube","11/24/19","17:36:57","0:00:27"
"Notification posted (Messenger)","11/24/19","17:36:52","0:00:00"
"Maps","11/24/19","17:36:44","0:00:13"
"YouTube","11/24/19","17:23:03","0:13:41"
"Maps","11/24/19","17:22:10","0:00:53"
"YouTube","11/24/19","17:18:08","0:04:02"
"Notification posted (Messenger)","11/24/19","16:54:08","0:00:00"
"Notification posted (Slack)","11/24/19","16:49:52","0:00:00"
"Notification posted (Maps)","11/24/19","16:40:58","0:00:00"
"Maps","11/24/19","16:40:43","0:37:25"
"Notification posted (Système Android)","11/24/19","16:40:37","0:00:00"
"YouTube","11/24/19","16:40:35","0:00:08"
"Maps","11/24/19","16:40:31","0:00:04"
"YouTube","11/24/19","16:40:19","0:00:12"
"Slack","11/24/19","16:40:10","0:00:07"
"Screen on (unlocked)","11/24/19","16:40:10","0:00:00"
"Notification posted (Système Android)","11/24/19","16:40:10","0:00:00"
"Screen on (locked)","11/24/19","16:40:09","0:00:01"
"Notification posted (Slack)","11/24/19","16:36:31","0:00:00"
"Screen off","11/24/19","16:33:12","0:06:56"
"Notification posted (Système Android)","11/24/19","16:32:38","0:00:00"
"Slack","11/24/19","16:32:38","0:00:34"
"Screen on (unlocked)","11/24/19","16:32:38","0:00:00"
"Screen on (locked)","11/24/19","16:32:37","0:00:01"
"Notification posted (Slack)","11/24/19","16:28:04","0:00:00"
"Screen off","11/24/19","16:27:58","0:04:39"
"Slack","11/24/19","16:27:55","0:00:02"
"Screen on (unlocked)","11/24/19","16:27:55","0:00:01"
"Screen off","11/24/19","16:27:51","0:00:04"
"Slack","11/24/19","16:27:13","0:00:38"
"Notification posted (Slack)","11/24/19","16:26:29","0:00:00"
"Notification posted (Chrome)","11/24/19","16:26:18","0:00:00"
"Chrome","11/24/19","16:26:15","0:00:57"
"Boost","11/24/19","16:25:56","0:00:19"
"Slack","11/24/19","16:24:58","0:00:57"
"Chrome","11/24/19","16:24:55","0:00:03"
"Screen on (unlocked)","11/24/19","16:24:54","0:00:00"
"Notification posted (Système Android)","11/24/19","16:24:54","0:00:00"
"Notification posted (Chrome)","11/24/19","16:24:54","0:00:00"
"Screen on (locked)","11/24/19","16:24:53","0:00:02"
"Notification posted (Slack)","11/24/19","16:19:39","0:00:00"
"Screen off (locked)","11/24/19","16:13:46","0:11:07"
"Screen on (locked)","11/24/19","16:13:45","0:00:01"
"Screen off (locked)","11/24/19","16:13:44","0:00:01"
"Screen on (locked)","11/24/19","16:13:42","0:00:02"
"Notification posted (Messenger)","11/24/19","15:51:38","0:00:00"
"Screen off","11/24/19","15:47:57","0:25:45"
"Chrome","11/24/19","15:46:39","0:01:18"
"Notification posted (Chrome)","11/24/19","15:46:39","0:00:00"
"Notification posted (Système Android)","11/24/19","15:46:37","0:00:00"
"Screen on (unlocked)","11/24/19","15:46:37","0:00:01"
"Screen on (locked)","11/24/19","15:46:36","0:00:01"
"Notification posted (Messenger)","11/24/19","15:38:49","0:00:00"
"Notification posted (Messenger)","11/24/19","15:13:25","0:00:00"
"Screen off","11/24/19","15:10:08","0:36:28"
"Boost","11/24/19","15:10:07","0:00:01"
"Screen on (unlocked)","11/24/19","15:10:06","0:00:01"
"Screen off","11/24/19","15:10:05","0:00:01"
"Boost","11/24/19","15:10:04","0:00:01"
"Screen on (unlocked)","11/24/19","15:10:03","0:00:01"
"Screen off","11/24/19","15:10:00","0:00:03"
"Boost","11/24/19","15:09:07","0:00:53"
"Screen on (unlocked)","11/24/19","15:09:06","0:00:01"
"Notification posted (Système Android)","11/24/19","15:09:06","0:00:00"
"Screen off","11/24/19","14:42:39","0:26:27"
"Screen on (unlocked)","11/24/19","14:42:39","0:00:00"
"Notification posted (Système Android)","11/24/19","14:42:39","0:00:00"
"Screen on (locked)","11/24/19","14:42:38","0:00:01"
"Screen off","11/24/19","14:36:49","0:05:49"
"Boost","11/24/19","14:35:43","0:01:06"
"Instagram","11/24/19","14:35:05","0:00:36"
"Discord","11/24/19","14:34:58","0:00:05"
"Chrome","11/24/19","14:34:03","0:00:55"
"Boost","11/24/19","14:32:44","0:01:19"
"Screen on (unlocked)","11/24/19","14:32:44","0:00:00"
"Notification posted (Système Android)","11/24/19","14:32:44","0:00:00"
"Screen on (locked)","11/24/19","14:32:42","0:00:02"
"Screen off","11/24/19","14:21:09","0:11:34"
"Notification posted (Horloge)","11/24/19","14:21:05","0:00:00"
"Boost","11/24/19","14:18:52","0:02:17"
"Notification posted (Horloge)","11/24/19","14:18:51","0:00:00"
"Horloge","11/24/19","14:18:41","0:00:09"
"Boost","11/24/19","14:16:33","0:02:08"
"Discord","11/24/19","14:16:30","0:00:02"
"Screen on (unlocked)","11/24/19","14:16:30","0:00:00"
"Notification posted (Système Android)","11/24/19","14:16:30","0:00:00"
"Screen on (locked)","11/24/19","14:16:29","0:00:01"
"Screen off","11/24/19","14:15:49","0:00:40"
"Discord","11/24/19","14:15:42","0:00:07"
"Boost","11/24/19","14:15:20","0:00:21"
"Screen on (unlocked)","11/24/19","14:15:20","0:00:00"
"Notification posted (Système Android)","11/24/19","14:15:20","0:00:00"
"Screen on (locked)","11/24/19","14:15:19","0:00:01"
"Screen off","11/24/19","14:14:34","0:00:45"
"Boost","11/24/19","14:13:55","0:00:39"
"Notification posted (Chrome)","11/24/19","14:13:40","0:00:00"
"Chrome","11/24/19","14:13:40","0:00:14"
"Boost","11/24/19","14:12:31","0:01:08"
"YouTube","11/24/19","14:12:24","0:00:06"
"Screen on (unlocked)","11/24/19","14:12:23","0:00:00"
"Notification posted (Système Android)","11/24/19","14:12:23","0:00:00"
"Screen on (locked)","11/24/19","14:12:22","0:00:01"
"Screen off","11/24/19","14:07:02","0:05:20"
"YouTube","11/24/19","14:06:23","0:00:40"
"Screen on (unlocked)","11/24/19","14:06:22","0:00:01"
"Notification posted (Système Android)","11/24/19","14:06:22","0:00:00"
"Screen on (locked)","11/24/19","14:06:21","0:00:01"
"Screen off","11/24/19","14:02:10","0:04:11"
"YouTube","11/24/19","14:01:57","0:00:13"
"Screen on (unlocked)","11/24/19","14:01:57","0:00:01"
"Screen off","11/24/19","14:01:52","0:00:04"
"YouTube","11/24/19","14:01:08","0:00:44"
"Screen on (unlocked)","11/24/19","14:01:08","0:00:01"
"Screen off","11/24/19","14:01:06","0:00:02"
"YouTube","11/24/19","14:01:05","0:00:01"
"Screen on (unlocked)","11/24/19","14:01:04","0:00:01"
"Screen off","11/24/19","14:00:47","0:00:18"
"YouTube","11/24/19","14:00:42","0:00:04"
"Discord","11/24/19","14:00:25","0:00:17"
"YouTube","11/24/19","14:00:17","0:00:07"
"Discord","11/24/19","14:00:00","0:00:17"
"YouTube","11/24/19","13:59:10","0:00:49"
"Discord","11/24/19","13:59:02","0:00:09"
"Screen on (unlocked)","11/24/19","13:59:01","0:00:00"
"Notification posted (Système Android)","11/24/19","13:59:01","0:00:00"
"Screen on (locked)","11/24/19","13:59:00","0:00:01"
"Notification posted (Discord)","11/24/19","13:53:21","0:00:00"
"Screen off","11/24/19","13:53:10","0:05:50"
"Discord","11/24/19","13:52:53","0:00:17"
"Screen on (unlocked)","11/24/19","13:52:53","0:00:01"
"Screen off","11/24/19","13:52:52","0:00:00"
"Notification posted (Système Android)","11/24/19","13:52:52","0:00:00"
"Screen off (locked)","11/24/19","13:52:52","0:00:00"
"Screen on (locked)","11/24/19","13:52:51","0:00:01"
"Notification posted (Messenger)","11/24/19","13:51:58","0:00:00"
"Screen off","11/24/19","13:38:44","0:14:07"
"Discord","11/24/19","13:38:16","0:00:28"
"Boost","11/24/19","13:38:14","0:00:01"
"Screen on (unlocked)","11/24/19","13:38:14","0:00:00"
"Notification posted (Système Android)","11/24/19","13:38:14","0:00:00"
"Screen on (locked)","11/24/19","13:38:11","0:00:03"
"Screen off","11/24/19","13:36:14","0:01:57"
"Boost","11/24/19","13:35:45","0:00:29"
"Screen on (unlocked)","11/24/19","13:35:45","0:00:00"
"Notification posted (Système Android)","11/24/19","13:35:45","0:00:00"
"Screen on (locked)","11/24/19","13:35:43","0:00:02"
"Notification posted (Discord)","11/24/19","13:33:36","0:00:00"
"Notification posted (Messenger)","11/24/19","13:26:23","0:00:00"
"Notification posted (Messenger)","11/24/19","13:26:23","0:00:00"
"Screen off (locked)","11/24/19","13:23:41","0:12:02"
"Screen on (locked)","11/24/19","13:23:40","0:00:01"
"Screen off (locked)","11/24/19","13:18:34","0:05:06"
"Screen on (locked)","11/24/19","13:18:32","0:00:02"
"Screen off","11/24/19","12:51:28","0:27:04"
"Boost","11/24/19","12:32:35","0:18:53"
"Chrome","11/24/19","12:32:28","0:00:04"
"Google Actualités","11/24/19","12:31:33","0:00:55"
"Instagram","11/24/19","12:31:24","0:00:09"
"Screen on (unlocked)","11/24/19","12:31:23","0:00:01"
"Notification posted (Système Android)","11/24/19","12:31:23","0:00:00"
"Screen on (locked)","11/24/19","12:31:21","0:00:02"
"Notification posted (Google Actualités)","11/24/19","12:07:20","0:00:00"
"Notification posted (Google Actualités)","11/24/19","12:07:20","0:00:00"
"Notification posted (Messenger)","11/24/19","11:51:11","0:00:00"
"Screen off (locked)","11/24/19","11:46:24","0:44:57"
"Screen on (locked)","11/24/19","11:46:22","0:00:01"
"Screen off (locked)","11/24/19","11:21:10","0:25:12"
"Screen on (locked)","11/24/19","11:21:08","0:00:02"
"Screen off (locked)","11/24/19","11:19:21","0:01:48"
"Screen on (locked)","11/24/19","11:19:19","0:00:02"
"Screen off","11/24/19","11:09:39","0:09:40"
"Instagram","11/24/19","11:07:21","0:02:18"
"Screen on (unlocked)","11/24/19","11:07:21","0:00:01"
"Screen off","11/24/19","11:07:15","0:00:06"
"Instagram","11/24/19","11:06:34","0:00:41"
"Discord","11/24/19","11:06:12","0:00:21"
"Boutique Amazon","11/24/19","11:06:11","0:00:01"
"Discord","11/24/19","11:06:03","0:00:08"
"Boutique Amazon","11/24/19","11:05:46","0:00:17"
"Discord","11/24/19","11:05:35","0:00:12"
"Screen on (unlocked)","11/24/19","11:05:35","0:00:00"
"Notification posted (Système Android)","11/24/19","11:05:35","0:00:00"
"Screen on (locked)","11/24/19","11:05:34","0:00:01"
"Notification posted (Discord)","11/24/19","10:46:18","0:00:00"
"Screen off","11/24/19","10:46:14","0:19:20"
"Screen on (unlocked)","11/24/19","10:46:13","0:00:01"
"Screen off","11/24/19","10:46:12","0:00:01"
"Discord","11/24/19","10:45:25","0:00:47"
"Screen on (unlocked)","11/24/19","10:45:23","0:00:02"
"Notification posted (Système Android)","11/24/19","10:45:22","0:00:00"
"Boost","11/24/19","10:45:22","0:00:00"
"Screen on (locked)","11/24/19","10:45:21","0:00:01"
"Notification posted (Discord)","11/24/19","10:45:07","0:00:00"
"Screen off","11/24/19","10:44:20","0:01:01"
"Boost","11/24/19","10:44:11","0:00:09"
"Calculatrice","11/24/19","10:44:07","0:00:04"
"Boost","11/24/19","10:42:36","0:01:27"
"Screen on (unlocked)","11/24/19","10:42:35","0:00:01"
"Screen off","11/24/19","10:42:33","0:00:02"
"Boost","11/24/19","10:40:32","0:02:01"
"Chrome","11/24/19","10:40:30","0:00:01"
"Instagram","11/24/19","10:40:22","0:00:07"
"Gmail","11/24/19","10:40:18","0:00:02"
"Chrome","11/24/19","10:40:13","0:00:01"
"Screen on (unlocked)","11/24/19","10:40:13","0:00:00"
"Notification posted (Système Android)","11/24/19","10:40:13","0:00:00"
"Notification posted (Chrome)","11/24/19","10:40:13","0:00:00"
"Screen on (locked)","11/24/19","10:40:12","0:00:01"
"Screen off (locked)","11/24/19","10:39:52","0:00:19"
"Screen on (locked)","11/24/19","10:39:51","0:00:01"
"Screen off","11/24/19","10:38:27","0:01:25"
"Chrome","11/24/19","10:38:20","0:00:06"
"Notification posted (Chrome)","11/24/19","10:38:20","0:00:00"
"Notes","11/24/19","10:38:01","0:00:18"
"Chrome","11/24/19","10:37:17","0:00:43"
"Notification posted (Chrome)","11/24/19","10:37:17","0:00:00"
"Notification posted (Messenger)","11/24/19","10:36:44","0:00:00"
"Notification posted (Système Android)","11/24/19","10:36:44","0:00:00"
"Notification posted (Messenger)","11/24/19","10:36:44","0:00:00"
"Boost","11/24/19","10:35:30","0:01:46"
"Messenger","11/24/19","10:35:28","0:00:01"
"Screen on (unlocked)","11/24/19","10:35:27","0:00:01"
"Screen off","11/24/19","10:35:20","0:00:07"
"Messenger","11/24/19","10:34:38","0:00:42"
"Chrome","11/24/19","10:34:33","0:00:04"
"Notification posted (Chrome)","11/24/19","10:34:33","0:00:00"
"Messenger","11/24/19","10:33:46","0:00:47"
"Notification posted (Messenger)","11/24/19","10:33:46","0:00:00"
"Notification posted (Messenger)","11/24/19","10:33:46","0:00:00"
"Notification posted (Système Android)","11/24/19","10:33:46","0:00:00"
"Chrome","11/24/19","10:33:32","0:00:14"
"Notification posted (Chrome)","11/24/19","10:33:32","0:00:00"
"Notification posted (Messenger)","11/24/19","10:32:25","0:00:00"
"Messenger","11/24/19","10:32:25","0:01:06"
"Google Actualités","11/24/19","10:31:58","0:00:26"
"Chrome","11/24/19","10:31:53","0:00:05"
"Screen on (unlocked)","11/24/19","10:31:52","0:00:00"
"Screen on (locked)","11/24/19","10:31:50","0:00:03"
"Screen off (locked)","11/24/19","10:30:09","0:01:41"
"Screen on (locked)","11/24/19","10:29:58","0:00:11"
"Screen off","11/24/19","10:28:48","0:01:10"
"Notification posted (Chrome)","11/24/19","10:28:12","0:00:00"
"Chrome","11/24/19","10:28:11","0:00:37"
"Screen on (unlocked)","11/24/19","10:28:10","0:00:01"
"Screen off","11/24/19","10:28:00","0:00:10"
"Chrome","11/24/19","10:27:58","0:00:02"
"Instagram","11/24/19","10:27:56","0:00:01"
"Screen on (unlocked)","11/24/19","10:27:56","0:00:00"
"Screen on (locked)","11/24/19","10:27:55","0:00:01"
"Screen off","11/24/19","10:26:56","0:00:59"
"Instagram","11/24/19","10:25:34","0:01:21"
"App Usage","11/24/19","10:25:01","0:00:10"
"CF.lumen","11/24/19","10:24:56","0:00:01"
"Notification posted (CF.lumen)","11/24/19","10:24:56","0:00:00"
"Boost","11/24/19","10:24:51","0:00:03"
"Screen on (unlocked)","11/24/19","10:24:51","0:00:00"
"Screen on (locked)","11/24/19","10:24:47","0:00:03"
"Screen off","11/24/19","10:23:21","0:01:27"
"Screen on (unlocked)","11/24/19","10:21:11","0:02:10"
"Boost","11/24/19","10:21:11","0:00:00"
"Screen on (locked)","11/24/19","10:21:09","0:00:01"
"Screen off","11/24/19","10:20:24","0:00:45"
"Boost","11/24/19","10:12:29","0:07:56"
"Notification posted (Chrome)","11/24/19","10:12:26","0:00:00"
"Chrome","11/24/19","10:12:26","0:00:03"
"Boost","11/24/19","10:03:22","0:09:03"
"Gmail","11/24/19","10:03:19","0:00:02"
"I Can't Wake Up! Alarm Clock","11/24/19","10:03:13","0:00:03"
"I Can't Wake Up! Alarm Clock","11/24/19","10:02:33","0:00:06"
"Boost","11/24/19","10:01:09","0:01:22"
"Discord","11/24/19","10:00:47","0:00:20"
"Gmail","11/24/19","10:00:34","0:00:12"
"Notification posted (Google Actualités)","11/24/19","10:00:32","0:00:00"
"Device boot","11/24/19","10:00:09","0:00:03"
"Gmail","11/24/19","10:00:04","0:00:01"
"Notification posted (App Usage)","11/24/19","09:59:53","0:00:00"
"Screen on (unlocked)","11/24/19","09:59:53","0:00:01"
"Notification posted (Google Cloud Print)","11/24/19","09:59:52","0:00:00"
"Device shutdown","11/24/19","09:15:27","0:44:26"
"I Can't Wake Up! Alarm Clock","11/24/19","09:15:02","0:00:25"
"Screen on (locked)","11/24/19","09:15:02","0:00:01"
"Notification posted (I Can't Wake Up! Alarm Clock)","11/24/19","09:15:00","0:00:00"
"Notification posted (Bankin')","11/24/19","09:14:46","0:00:00"
"Notification posted (App Usage)","11/24/19","09:02:21","0:00:00"
"Notification posted (Messenger)","11/24/19","07:45:48","0:00:00"
"Notification posted (App Usage)","11/24/19","05:27:06","0:00:00"
"Screen off","11/24/19","03:07:53","6:07:08"
"YouTube","11/24/19","02:01:46","1:06:07"
"Chrome","11/24/19","02:01:43","0:00:01"
"Notification posted (Système Android)","11/24/19","02:01:43","0:00:00"
"Notification posted (Système Android)","11/24/19","02:01:43","0:00:00"
"Screen on (unlocked)","11/24/19","02:01:43","0:00:01"
"Screen on (locked)","11/24/19","02:01:41","0:00:02"
"Screen off","11/24/19","01:57:09","0:04:32"
"Chrome","11/24/19","01:55:48","0:01:21"
"Screen on (unlocked)","11/24/19","01:55:47","0:00:01"
"Screen off","11/24/19","01:55:47","0:00:00"
"Notification posted (Système Android)","11/24/19","01:55:46","0:00:00"
"Notification posted (Système Android)","11/24/19","01:55:46","0:00:00"
"Screen off (locked)","11/24/19","01:55:30","0:00:16"
"Screen on (locked)","11/24/19","01:55:23","0:00:08"
"Screen off (locked)","11/24/19","01:55:22","0:00:01"
"Screen on (locked)","11/24/19","01:55:12","0:00:09"
"Screen off (locked)","11/24/19","01:55:04","0:00:08"
"Screen on (locked)","11/24/19","01:55:03","0:00:01"
"Screen off (locked)","11/24/19","01:54:47","0:00:16"
"Screen on (locked)","11/24/19","01:54:46","0:00:01"
"Screen off (locked)","11/24/19","01:53:47","0:00:59"
"Screen on (locked)","11/24/19","01:53:45","0:00:02"
"Screen off","11/24/19","01:52:47","0:00:58"
"Chrome","11/24/19","01:52:45","0:00:02"
"Notification posted (Système Android)","11/24/19","01:52:45","0:00:00"
"Screen on (unlocked)","11/24/19","01:52:45","0:00:00"
"Notification posted (Système Android)","11/24/19","01:52:45","0:00:00"
"Screen on (locked)","11/24/19","01:52:44","0:00:01"
"Screen off","11/24/19","01:43:27","0:09:17"
"Chrome","11/24/19","01:42:52","0:00:35"
"Notification posted (Système Android)","11/24/19","01:42:52","0:00:00"
"Screen on (unlocked)","11/24/19","01:42:52","0:00:00"
"Notification posted (Système Android)","11/24/19","01:42:52","0:00:00"
"Screen on (locked)","11/24/19","01:42:50","0:00:01"
"Screen off","11/24/19","01:41:27","0:01:24"
"Notification posted (Chrome)","11/24/19","01:40:19","0:00:00"
"Chrome","11/24/19","01:40:14","0:01:12"
"Discord","11/24/19","01:40:06","0:00:07"
"YouTube","11/24/19","01:39:49","0:00:17"
"Notification posted (Système Android)","11/24/19","01:39:49","0:00:00"
"Screen on (unlocked)","11/24/19","01:39:49","0:00:00"
"Notification posted (Système Android)","11/24/19","01:39:49","0:00:00"
"Screen on (locked)","11/24/19","01:39:48","0:00:01"
"Screen off (locked)","11/24/19","01:39:47","0:00:01"
"Screen on (locked)","11/24/19","01:39:41","0:00:06"
"Screen off (locked)","11/24/19","01:34:03","0:05:38"
"Screen on (locked)","11/24/19","01:33:58","0:00:05"
"Screen off (locked)","11/24/19","01:33:49","0:00:10"
"Screen on (locked)","11/24/19","01:33:40","0:00:09"
"Screen off","11/24/19","00:09:01","1:24:39"
"Notification posted (Messenger)","11/24/19","00:06:31","0:00:00"
"Notification posted (Discord)","11/24/19","00:04:58","0:00:00"
"YouTube","11/24/19","00:00:00","0:09:01"
"Notification posted (Messenger)","11/23/19","23:46:23","0:00:00"
"YouTube","11/23/19","23:41:01","0:18:59"
"Notification posted (Chrome)","11/23/19","23:40:44","0:00:00"
"Chrome","11/23/19","23:40:41","0:00:20"
"YouTube","11/23/19","23:38:35","0:02:03"
"Facebook","11/23/19","23:38:33","0:00:02"
"Notification posted (Messenger)","11/23/19","23:38:25","0:00:00"
